"","DW_20180105_013","DW_20180105_037","DW_20180105_061","DW_20180105_097","DW_20180105_121","DW_20180105_019","DW_20180105_043","DW_20180105_067","DW_20180105_103","DW_20180105_127"
"Label","N2","N2","N2","N2","N2","swip10","swip10","swip10","swip10","swip10"
"527.818654750681/41.007408219954","3123964","2252624.667","1908912.667","2071293","2610065.667","3887264.333","3573806","3920414.667","2901475","2927716.667"
"528.320186515194/41.8072541358815","2074198.667","1769839.667","1423071.333","1646615.667","501135.3333","3249501.333","3103038.667","1676003.333","1843005","1766986.667"
"528.426065673273/25.4796390461515","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","434344","122718.8333","122718.8333","122718.8333","122718.8333"
"528.680535009702/56.3790778572138","1362619.333","1855463.333","3217111.667","1558887","1029963","3315288","2908525","1567715.667","2788351","5359046.5"
"528.755471025505/50.4904657429086","254660.3333","170199.6667","4090101","124854","102379.5","728009.5","2512184.667","1488707.333","122718.8333","7436889"
"528.809369964056/137.982789550027","1348113","1935335","122718.8333","2018751","1623895.5","2040221","122718.8333","1203877.5","122718.8333","122718.8333"
"528.827369856291/132.548958828471","122718.8333","122718.8333","5121661.667","314211.5","383383.3333","122718.8333","10629933.33","8481070","11564397.33","12044172"
"528.829028013488/265.97199677491","122718.8333","122718.8333","364951.6667","305202","475959","122718.8333","347068.3333","560871.6667","408625","696394"
"528.829033753283/220.589418917603","122718.8333","122718.8333","3944819.667","433997","516003","122718.8333","2132300.333","1731064","2864545.5","122718.8333"
"528.863258939412/58.3839143903601","597330.5","420359.6667","2952834.5","422654.5","855215","122718.8333","122718.8333","1269166.5","122718.8333","122718.8333"
"529.039517779974/63.4877043001037","122718.8333","781082.5","6756522.5","122718.8333","2335636.5","122718.8333","122718.8333","9683814","122718.8333","3794625"
"529.843802251256/165.460755938891","604500.5","422170.6667","122718.8333","358733","122718.8333","221218.5","1146050","122718.8333","122718.8333","942796"
"530.036218400302/231.659591554701","467882","316218.3333","411609.5","157189","305956.3333","220178.6667","670037.3333","130060","901476.6667","314897.6667"
"530.036989985067/59.7756030879091","683034.3333","218994","409412","65427","325134","125620.3333","1081880.667","135300.6667","250602.3333","508662"
"530.091033555798/88.2643323225745","228450.5","177969","445054.5","227310.6667","377452.6667","1121781.5","926037.5","582865","538910","150852.3333"
"530.318703792054/42.1108860000047","963365.3333","122718.8333","1937123.333","739821","1274117.333","122718.8333","301639.5","614498.3333","721508.3333","631656"
"530.322054107347/118.791356438037","122718.8333","122718.8333","2832383.333","122718.8333","18554","122718.8333","122718.8333","122718.8333","1627678","916074"
"530.58268165827/61.627965665107","122718.8333","122718.8333","2911767.333","122718.8333","122718.8333","122718.8333","122718.8333","2842820.667","5259836","122718.8333"
"530.767981412661/57.6025638189153","3741285.5","5400776.5","7141171.333","4595487","122718.8333","1628443","122718.8333","4302317.5","122718.8333","122718.8333"
"530.852446558564/40.8812357772529","74843337.67","80614568","63496430","72913549","57764732.67","81798568","81258713.33","73186423","71371713.33","71524650.33"
"530.940190857979/65.1628870017263","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","1474196"
"531.275225907809/26.6449725119555","4977311.333","3733401","4193202","4094083.667","11410145.67","122718.8333","7021939.5","2492938.5","3666970","5837496.5"
"531.355858657781/28.4532259774336","26826052","21577097.67","19054004.67","20122730.33","20127688","35712863","21574758","20326334.67","27778686.33","26383186"
"531.855910939824/32.3208209957868","5148307.667","7021530.333","3234937.667","4756959","4346862.333","12216910.33","11169134.67","12165278.33","6299987.667","10229410.33"
"532.157237767293/29.0408579478401","1627210.667","7185105.333","5373702","1743613","1312388","1957475.667","7504327","1621690","2761481","4228444.333"
"532.382950391422/27.2540479159994","3078501926","3242810999","3085208473","2371490387","2886859080","2470488215","3251816801","2709232389","4992586188","2505397397"
"532.579222118217/62.9586202895881","122718.8333","122718.8333","1123005.5","122718.8333","122718.8333","122718.8333","122718.8333","1950609.333","1523630.333","122718.8333"
"532.613784662973/27.8028428233198","3112598.5","122718.8333","122718.8333","3536801.5","122718.8333","6868105","5041608.667","3564791.667","4398470.5","3685049.333"
"532.701199466615/51.8596113021147","4407644.5","122718.8333","122718.8333","3158458.333","3236204","3917440","122718.8333","7087897.667","983271.5","973137.6667"
"532.719292197296/55.5992488845457","1058941.667","2025825","2242351.5","835061.6667","553700.5","2057962.5","122718.8333","2389359.5","1809229.333","4380667"
"532.831541352712/254.834232655372","122718.8333","1089120","122718.8333","122718.8333","399412.5","2301556.5","178572","122718.8333","122718.8333","367701.6667"
"532.831569068204/164.466543419073","122718.8333","265503.6667","122718.8333","316113.5","507042","1656072","1327056.667","929024.6667","122718.8333","621357.3333"
"533.016464869684/88.562796321233","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","13651901"
"533.388124085429/26.8231285678244","1645169102","1780123057","1171450903","1447598125","826043236.3","1913710820","1288715263","1565852506","1724654903","1468704513"
"533.838013373627/36.6499697082747","6238574","3833409","10578124.5","122718.8333","122718.8333","5995549.667","8229148","4354768.667","5527724","9432938.5"
"533.842996049715/39.2277888580592","9474315.333","10804110","16528131","12444057.67","10947600","5913449.333","11358645.67","12078489","10476130.67","9737090.667"
"534.020219606019/67.282538992474","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","1174636.667"
"534.392877378081/40.4409422384644","164694953.3","231854784.7","196078595","266635424","139504532.3","187768676.3","220466576","231368230","214071522.3","151971280.3"
"534.62668416663/56.3482900724981","122718.8333","709410","1741915","122718.8333","122718.8333","122718.8333","1898730","122718.8333","122718.8333","122718.8333"
"534.715609899515/56.5078256807793","2321267","2650684.333","4905264.667","2688797.333","2134494","4890841","4966818.667","4536051.333","3526135.667","5323877.5"
"535.393815801981/28.6214311128972","23019049","41837589.67","26449801.67","39017125","31481166.33","45507975","30986439.67","36137921.67","21865653.67","21109273.67"
"535.81800925616/38.0066179766372","1034952.5","996004.5","6907709.5","1025383.5","1290996.5","1690304.333","3795128","1908068","1846609","5612791.333"
"535.859629800393/79.7870413356692","122718.8333","122718.8333","1755929.5","122718.8333","122718.8333","122718.8333","122718.8333","1488261","3116363.333","1630424"
"536.074409968854/59.4628361508027","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","355175","122718.8333","250199.5","223624.5","122718.8333"
"536.320904829388/37.3687825200066","122718.8333","951691","1824188.333","122718.8333","122718.8333","1455009.5","3580429.5","1686022","1155233.667","3930758.333"
"536.342681387689/32.9946860346611","1416675","5200279.5","1466107.5","122718.8333","1106220","1546393","122718.8333","1051604.667","984788.6667","122718.8333"
"536.370950204146/40.9199023944923","7595484.667","5925292","5253411.667","5827934","9309082","1781259","3636411.667","2655918.333","2689551.667","3463945.667"
"536.395721151835/28.0265287578525","122718.8333","1520751.5","122718.8333","122718.8333","122718.8333","2927216.333","122718.8333","3105504.333","1310898","2565958.5"
"536.712808613896/56.5510904412547","1483509.333","1184853.667","1665985.5","1154387.333","316386.3333","1442936.333","3466774.5","1725564.333","836180.6667","3386154.5"
"536.771234863712/139.025676791429","1250399.5","2797826.333","122718.8333","1563700","2069001.5","2582401.667","122718.8333","122718.8333","3076456","3052932"
"536.804633468719/60.8089748940118","5464335.5","2624728","122718.8333","3013290","6549846.5","3619527.667","6338477.5","122718.8333","4416594.5","122718.8333"
"536.819643924618/237.823559681051","122718.8333","295157.5","122718.8333","122718.8333","272972","199202","122718.8333","122718.8333","122718.8333","901640.5"
"536.821544470797/88.2456115135505","2843063.5","78649.5","1121714.5","257438.5","122718.8333","122718.8333","122718.8333","1616299","122718.8333","122718.8333"
"536.852884869321/60.3837990344286","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","4560804"
"536.859664558295/80.850068937974","122718.8333","122718.8333","6447486","122718.8333","122718.8333","2042270.667","13436502.5","9248798.667","9766520","9592762.333"
"536.894776658842/58.1381999425329","1787619.667","769463","5982506.667","1136713","810188","2133461","122718.8333","3934710.5","3194669.333","122718.8333"
"537.339079730613/48.0036098545243","149241409","143138681","117887009","130701036.7","125939685.3","177652584","146160031.7","193392947.7","150767661","177361089.3"
"538.309783481286/142.116327042318","122718.8333","2951126.667","3007823","2876012.5","1545070.5","3495547","3715047","2558458.333","2510449.5","2180776.333"
"538.326510456266/37.2765546037361","122718.8333","122718.8333","122718.8333","122718.8333","1394206","1023705","122718.8333","2329550","122718.8333","1255374"
"538.343264188578/45.617647301517","84221633.33","84628483","67384500.67","75994106.67","45823514.33","97515405","76051541.67","78246657.67","88684111.33","62263550"
"538.799453722469/58.1434018267672","2262089","1800560","3577055","1381659.667","2218735","806494.3333","3664784.667","5931123","1648589.667","1126326.5"
"538.893513462092/60.1215509041359","398611.5","122718.8333","122718.8333","76924","122718.8333","141447","1073586","122718.8333","234486","2506979"
"538.960703340257/72.9204229920403","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","1366853","1364652","1318335","633527.5"
"538.980759765228/70.2600804322684","471666","122718.8333","122718.8333","535283","524725","244915.5","1893958.333","122718.8333","1545308.333","122718.8333"
"539.021061345508/93.1264869680167","1459104.5","1799419.667","3025959.667","2436634.5","1397302.667","1138314.667","3220136","1592973.333","3535049","2865150"
"539.071471012211/71.1404330692497","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","5229227","802770.5","929230.5","122718.8333"
"539.076701838988/86.190147993889","11592640","14766896.67","13861313.33","13417450","14274318.33","4967800.667","7760087.333","4793075.333","5312787.333","5577963.333"
"539.156611051888/34.5087432153608","122718.8333","36527.33333","122718.8333","122718.8333","122718.8333","22761.5","2470362.5","122718.8333","122718.8333","122718.8333"
"539.367068821165/32.5390413088411","30669247","40716261.67","34610933.67","33460266.33","30682802","34241148.33","34351550.33","35452861","41548608.33","45368809"
"539.86835455212/33.1408831435574","28089986.33","25934250","23056373","29485965.67","19171637.33","32227106.67","35237759","22015725","36729116.33","29321676"
"540.366930916946/41.8634188804058","4270483","4155596.333","5229202.667","4729381.333","3565489.333","4773769.333","4916315.333","4529806.667","4627645","6624844.667"
"540.66036917655/56.8615575770311","891767","1642989.667","2150673","785024.6667","301954.3333","1281391.667","1893250.667","2987642","985953.3333","509766"
"540.840886570383/56.5445583105086","150533.3333","122718.8333","122718.8333","155433.3333","269298.5","1425252.667","4354867.333","1253335.5","2240845.667","122718.8333"
"540.862885358821/58.8675715129734","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","2987233.333"
"540.881409565921/117.960027694446","311558.6667","570425.6667","2976175.333","359406.6667","323668","820964.6667","3088160.333","2224833","2678176.667","1601812.667"
"540.888190146862/70.3383771642072","238465.3333","312566.6667","122718.8333","90769.66667","319707.3333","406063.3333","122718.8333","122718.8333","122718.8333","122718.8333"
"540.889874468336/29.7950052009858","576000","613521","624009.5","572771.3333","804930","604631","549859.5","664754.6667","856368","595786"
"540.891520002901/29.1249096696266","342859","401568","122718.8333","428497","413650.3333","521623","122718.8333","122718.8333","122718.8333","407998.5"
"540.891547794657/30.6594368572626","630409.3333","510422","122718.8333","512979.6667","413650.3333","766646.3333","122718.8333","122718.8333","122718.8333","405185.5"
"540.970801890413/287.620445334263","514059","197479.5","237871","122718.8333","122718.8333","306793.3333","474978.3333","259971.6667","589632.3333","356221"
"540.970830059215/156.386760150276","892435.3333","399198.5","1413277.667","122718.8333","122718.8333","366695.3333","1750950","191863","1455164.667","856705.6667"
"541.263012081681/38.2902234377264","862986","1128483","1612594.333","933478.3333","122718.8333","524490.3333","1979017","1115740.5","1552323.333","1953962"
"541.84479583604/36.2227731181278","2655931.333","2836936.667","2672867.333","1401562","1952556","2161561.333","3827886.333","2343791.667","3677964","6029194"
"541.854962525034/71.1061202330462","122718.8333","122718.8333","909922","122718.8333","122718.8333","702297","424645.5","3141181","1303835.333","122718.8333"
"541.876940946751/116.394689391445","122718.8333","122718.8333","1359821.667","122718.8333","122718.8333","122718.8333","1676323.5","571958.5","1257969.333","2226893.333"
"541.88202626547/68.5770528900527","122718.8333","3585667","2278356","122718.8333","122718.8333","122718.8333","2134005.5","4908799.5","464365.5","2768910.667"
"541.94300590088/69.3603354085047","8525799","10810142.33","17095089.33","8711777.667","9641147.333","4025699.667","4377724","5031255","6165251.667","5804669"
"541.962788886857/282.056522115584","14387214.33","1244184.333","12354919.33","5636813.667","530364.3333","5493409.333","11148914","8970584.667","6848437","4706201"
"541.962933782189/128.758041095157","24147978.67","9781674","35360412.67","11641397.67","5763816.333","28904174.33","40369119.33","44602798.33","55006303.33","47757857.33"
"541.963346045704/230.557307544659","12965844.67","6501871","18421350.67","5409175","2163848","8815951.667","15246056","6931527","4946048","8465974.333"
"542.322187670571/44.8661586694994","14997936","12712180.33","20062027","16143392","15790561.33","4417566.333","8277332","8531084.667","11526925","4923622.333"
"542.346094920963/31.8754701450121","2642373.333","3150420.5","3678731","907150.5","122718.8333","930948.6667","2824563.667","1093330.333","2614289","2648598.667"
"542.658125197481/55.9312985221328","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","3344589","122718.8333","122718.8333","122718.8333","1414548.5"
"542.74796132474/56.8237979959497","122718.8333","1316473","1473626.333","587935","122718.8333","1583636","122718.8333","1221667","122718.8333","122718.8333"
"542.822676757629/71.1384115625931","122718.8333","122718.8333","1170697.5","122718.8333","122718.8333","122718.8333","793238.3333","549341.5","1957874","1705031.333"
"542.840245545885/58.9829268396114","1313810.333","671482.3333","6357489.667","707660.6667","503154","1246135.333","5873823","1399674.333","5593979.5","122718.8333"
"542.873572581943/118.39727631052","122718.8333","122718.8333","1528105.5","122718.8333","122718.8333","122718.8333","122718.8333","1168407","706606.5","1491491.5"
"542.924406245091/71.5135908132294","932657.6667","122718.8333","122718.8333","122718.8333","122718.8333","650373","122718.8333","122718.8333","122718.8333","122718.8333"
"542.928391745587/30.8259286459316","252880","266339.5","122718.8333","182719","122718.8333","1800490.333","242425","156965.6667","122718.8333","122718.8333"
"542.966870675672/126.013175893784","1844552","122718.8333","1888378.5","535420.5","122718.8333","692122.6667","1477305.333","1350260.333","3052171.333","1763890.5"
"543.328683031256/41.3240485821172","3628393","4159083.667","3415016","4397399.333","4366324.667","1505140","1816731.667","2027661.333","1994381.333","1670700.333"
"543.445714569339/24.9723209970381","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","310396.6667","122718.8333","122718.8333","122718.8333","122718.8333"
"543.655019731997/55.1177276384193","311561","428462.6667","122718.8333","779458","562293.6667","355579","122718.8333","122718.8333","899459.5","122718.8333"
"543.80655021112/39.3873256225428","933575.3333","660074","2093019.333","695851","840266.3333","812385.3333","4384871","1630491.333","2664424.333","5555708.667"
"544.340380070364/41.6313650585338","6803347","7269173.667","10114963","7643701.667","6810514.667","3759680.667","3865246.667","3451945.667","4846619.333","4161261"
"544.353169593984/29.5362237578123","27389350.67","25721607","21490950.33","28272013.67","13923718","32252305","24073079.33","33249446.33","27050951.33","27812487"
"544.722972378589/47.9983312796766","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","782070","294069","122718.8333","122718.8333","596779.5"
"544.745263522974/57.208136491838","605712.6667","1300813.333","1081649.5","1049150.667","508785","122718.8333","122718.8333","1286102.333","1183557.5","122718.8333"
"544.854532535336/30.8147241720438","4262003.333","4217661.667","3878033.333","3707074","3999301.333","5035353.667","5677522","4797011","11544136","8714991"
"545.342943835368/40.8011306423381","1516442.667","1552015.333","2702974.333","1463663","2266003.667","1905366.667","930926.3333","1027097.667","1708123.333","1422595"
"545.354869297068/29.7301006796843","2798303.667","2591384","2498398","2179181","6573449.5","3001497.333","3577400.5","4276050.667","5664927","4312969.5"
"545.652237001524/55.5431802620588","903750.3333","590610.6667","338506.5","243706","719733","1260522","122718.8333","122718.8333","4785862","122718.8333"
"545.732659544913/49.5913246130753","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","1271422.667","12838855.67","992937.5","607443","812781"
"546.011710342999/61.2702872128601","282281","335710","483183.6667","426843","1233438.333","428540.6667","746421.3333","466475","219206.6667","122718.8333"
"546.400397717155/28.2558275514766","4140836.333","3775647.333","3278397.5","2995063.667","1889348","4875520.333","6211677.333","4359436.667","1737366.5","122718.8333"
"546.782976879191/71.5276185706393","122718.8333","1362217","2125581","122718.8333","1076588","287107.5","122718.8333","122718.8333","122718.8333","179024.5"
"546.810391438292/92.9561138930091","122718.8333","1890458","1415799.667","1151048.333","1808097.667","1434967","3724931","1225413.333","3725654","2360138.667"
"546.836072503941/51.2522421852958","444276.6667","150891.3333","4133738.667","1350646.333","1788289.667","407904.5","4620579.5","1877954.333","122718.8333","122718.8333"
"546.841235954397/35.5309686928828","3297322.667","3313968.333","5248492.333","3426515.333","3184557.333","3106056","7486623.667","3823430","7099378.5","5119783.667"
"546.867022172636/69.013880721128","122718.8333","368588.6667","23614715.33","122718.8333","122718.8333","1068273","9485783.333","23240434.67","12458837.67","17754314.33"
"546.923739751499/58.0957381606172","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","891289.5","2917231.5","122718.8333","122718.8333","122718.8333"
"546.961530636305/69.0171675814502","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","695792.6667","122718.8333","519235.5","703086.5"
"546.9666709629/66.6570597727696","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","1394568.333","439045.5","545279.6667","5712809.667"
"547.011057905833/64.7318549810743","3021008","2697341.667","2067392.667","1530623","4024675.333","3615908","122718.8333","2444172.5","3002372.5","122718.8333"
"547.016177592999/61.2625599533886","5629562.333","5538425.667","4611914.667","7536105","5742001.667","5643132.667","5072895","6820100.667","6391575","1952606.5"
"547.342808559616/37.236041984536","3752867.333","3490173.667","4660804.667","3264757.667","2652177.333","2077720","5074673.667","3478965.667","2781844.667","4992379.667"
"547.370236896235/51.8099731914225","122718.8333","122718.8333","2488413","65923.5","197692.5","122718.8333","2433095.5","2364516.333","2278152","1746508"
"547.399333553816/20.3637834598834","1604146","126588.3333","210080.3333","190015","170248.5","923112","3467616.667","179592","222753","217536.6667"
"547.782742897901/135.921544013557","1471831","3982870.333","122718.8333","1106367.333","1463416.667","2522513","122718.8333","1449430","1109771.5","122718.8333"
"548.506032009581/59.6576367933716","869769.3333","885416","122718.8333","524428","1144014","987313","25813115.5","122718.8333","370353.6667","1369934.5"
"549.374076124623/39.7623352825897","122718.8333","139765","122718.8333","122718.8333","225714.5","122718.8333","122718.8333","883781","122718.8333","122718.8333"
"549.785404026355/54.4083711860214","851142","550178.6667","1108979.667","1296039.333","1061825","249224","674757.5","507322.3333","1168545.333","975928"
"549.832221613552/42.2857235134027","901729","1106414.667","931033.6667","828544.3333","870688.3333","1442542.667","1576751","1923057.333","1320686.5","2048030"
"549.853084472202/71.1113791449971","122718.8333","122718.8333","1088629.667","122718.8333","122718.8333","122718.8333","1028206","2410431.333","1838070","793399.5"
"549.868505785702/69.7409681410797","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","8715404","122718.8333","122718.8333","122718.8333"
"550.334263174255/41.6147786321156","457310.5","570215.5","427510","523434.3333","330642","645998","608945.6667","661265","647888","696532.6667"
"550.689606101876/57.28203349495","122718.8333","1194951","122718.8333","122718.8333","122718.8333","1975845","1906076","2044339","122718.8333","122718.8333"
"550.819694656101/249.711425924182","7087716.333","10087583.67","3882744.667","10618779.33","8262115.333","8973873","2002743.333","4906339","3480201.333","5030360.667"
"550.883915862932/63.7202958780601","122718.8333","122718.8333","5202503","122718.8333","122718.8333","122718.8333","122718.8333","1194026.5","122718.8333","1970297"
"550.96612991461/269.606291292506","667824","196729","1438292","249737.6667","157386.5","549130.3333","3871025.667","1150934.667","1602936.333","2369037.333"
"551.118174939249/99.06099122703","951790.6667","1026248.667","2775749","1099831.333","1488777.333","1203842.667","3195382.5","2385041.333","2170240.667","2888517.667"
"551.78184642102/54.4062055360814","927278.6667","860545.6667","1130711.333","736958.6667","609898.6667","873402","837016.5","584124","440103.6667","1011554"
"552.687403232037/58.0277567318066","122718.8333","122718.8333","122718.8333","122718.8333","2093646","4033616","122718.8333","1399975.5","122718.8333","122718.8333"
"552.744978597746/68.6606747616959","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","1152635.5","1241720.5"
"552.769465559575/67.2429369807758","122718.8333","122718.8333","122718.8333","2526287","122718.8333","1655965","122718.8333","3006812","3394248.333","2335984"
"552.825218689776/68.0150647010285","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","4047189","942456","2947287"
"552.861074454913/38.2292616052324","4614996.667","2293263.667","122718.8333","2789887.5","3479645.5","4661674","122718.8333","6630601","2618053","122718.8333"
"552.867068383888/35.9366013422115","25396805","25688793.33","23683979.67","25355410.33","17607839.67","26690263.67","24560739.67","27405019","22567483","24039247"
"552.964712373106/271.650105054295","79245.5","122718.8333","688942","250871.5","122718.8333","143647","761940.5","227199.3333","365959.6667","1012460"
"553.313922066479/49.3175976035402","60765461.67","62341233.33","73600463","57306881.33","39011877","86100179","95689720","66274026","103306552.3","81502720.33"
"553.367998672519/29.511410590899","14786631.67","23417273","21336492","21947484.33","18479841.33","23192267.67","20500296.33","26672490","19982534.33","20092861.67"
"553.699991104259/67.72675592174","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","17298348","122718.8333","122718.8333","122718.8333"
"553.867892923209/30.3434815393023","5666383","3726930.333","2999756.333","2989629","1515612.667","4109025.333","3012547","7570190.667","5611701","6301818.667"
"554.315900977142/53.5826494699457","8995004.333","9826877.333","8790534.333","7898539.333","7012134.667","16654588.33","14341967.67","13668789","14867298.67","18367112"
"554.417571104244/69.3866726162159","3504400.667","2389799.667","3188218.667","2406404.667","2640118.333","1122907.333","959825.5","1223379.333","1180138.667","2567286"
"554.776760270961/58.8061303412308","297014.5","1914378.5","122718.8333","317660.5","982780","1030641","5061932","3175825.5","122718.8333","122718.8333"
"554.850447214492/74.0778210235679","122718.8333","122718.8333","2314194","122718.8333","122718.8333","122718.8333","122718.8333","728453","1331949.667","122718.8333"
"554.860893606736/58.8385415584381","122718.8333","122718.8333","122718.8333","122718.8333","5351464.5","288055","7186345.5","5071769","7672733.667","7142502"
"554.952173026698/175.445289031992","263467.6667","209634","1070405.667","228273.6667","241414.3333","197859","424925.6667","367999","746198.3333","1097002.333"
"554.973231821996/64.787178956184","122718.8333","122718.8333","2648652","122718.8333","122718.8333","63775.5","1674030.333","1887508.333","2304375","1140678"
"554.996166397899/87.3014469972352","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","673120","10100","122718.8333","6062215"
"555.032795271656/45.7188865827285","186643","244038.3333","1989662","213113.5","155698","552360.6667","270268","223552.5","315616","522271.5"
"555.352304988109/36.5653008154873","10811388.33","13100997","16924716.33","9184669.333","10645367.67","8031978.667","12481675","12522712.67","17861832.33","14496396"
"555.856671637433/38.3288126415316","5479490.333","4419876","11333356","9875341.667","5498629.333","4928343","7856573.667","11864082","13556224","7351355.667"
"556.31587728754/42.0211449820823","1287022.5","723495","122718.8333","1009298.5","122718.8333","1453975","2888091.667","540875.3333","1283199.667","2140194"
"556.358207889436/36.776563762656","2068710.667","1697197","4200291","2368455.667","1984591","1637466","3005133","2736391","2218973.333","4456532.333"
"556.830494319568/93.8402140309257","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","3000199","122718.8333","8033006.5"
"556.858633949024/68.1403337627233","13751585","13355923.67","8804505.333","12465526.33","11721175","23452882.33","22294292.5","6748929.5","19741617","86131303.5"
"557.094938129728/48.2276013831466","391306","484546.3333","741399","198284","916438.3333","435024","19162990","413041.3333","393665.3333","627316.3333"
"557.283798475504/159.996152567702","2352715.333","3124638.333","1010210.333","1142592.667","3315058.333","2493640.667","4345013.333","1652042.333","1109630.667","3716846.667"
"557.304967819674/39.5687689055392","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","566083.5"
"557.456838812417/24.4008859930352","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","30901","122718.8333","122718.8333","122718.8333","122718.8333"
"557.463905502732/292.089211408643","122718.8333","122718.8333","403835.5","122718.8333","122718.8333","151520","122718.8333","122718.8333","122718.8333","122718.8333"
"557.799657111587/292.376571170246","122718.8333","122718.8333","566405.5","122718.8333","122718.8333","122718.8333","122718.8333","606010","45404","801078.3333"
"557.827953040257/44.2862526691703","122718.8333","122718.8333","2066305.333","827232","196889","391885.5","1276902","2338686","1364424.5","2190071.5"
"557.840296037329/78.2918323324706","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","1966560.5","739562","956034","122718.8333"
"557.990590828108/62.8791667500032","2578534","2274687","1056794.5","2083679.667","2867296","1639798.333","122718.8333","1764863.333","1375230","122718.8333"
"558.094936257218/43.9743091831197","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","358220.5","167816.5","205027.3333","163758.6667","122718.8333"
"558.29851760812/116.64603809006","48331.5","19300","429471.6667","491292.3333","20699","274806.3333","2687650.5","587712","260296.6667","1311434"
"558.989466392527/86.990003772906","1805590","122718.8333","1527367.5","122718.8333","4284609","1058798","122718.8333","889794.5","8136180.5","535712"
"558.996646694619/63.0110710372249","20116287","19358420.67","13739198.33","20503137","19477723.33","11523716.67","4458605.333","14725946.33","8393014","2504980"
"559.13476136598/27.8537219431772","6783336","122718.8333","122718.8333","122718.8333","122718.8333","727433.3333","793015.5","1031818.5","770978.6667","122718.8333"
"559.383301814126/29.2423639848187","1170854914","1507004429","970955927.7","1084496856","719943725","1500876989","1306240286","1476494087","1381717143","1456125152"
"559.626514936894/28.3303814188918","2340689.5","2496594.667","122718.8333","3513452.5","122718.8333","122718.8333","7278601","122718.8333","122718.8333","122718.8333"
"559.989193463018/62.7140200691255","4739367.667","3510477.667","3370634","3954271.333","4460571.333","2443801.333","262572.5","1769232.667","1509541","247426"
"560.387692957434/28.7651309678201","557558733","830028432.7","501083755","538044822.3","293069487.7","573676457","452239656.7","818536501.3","619507754.7","573178414.3"
"560.783128271254/76.1033177099406","122718.8333","122718.8333","122718.8333","122718.8333","122718.8333","96973","122718.8333","333380","1231476.5","122718.8333"
"560.87224880493/32.649191899217","494818","318821.3333","121695","185897.6667","272425.5","255112","3408902.5","179517","188443","212779"
"560.889968538084/51.293118718253","122718.8333","122718.8333","122718.8333","463135.6667","122718.8333","196036","122718.8333","122718.8333","190599.5","122718.8333"
"560.991615894295/62.700840921241","17825753.33","16143256.67","9777924","16257849.67","19494785.67","10900242.67","4386412","11640941","6780525.667","2054500"
"561.221649382942/40.5100114065834","662732.6667","838827.3333","1022204","1020903.333","746333.6667","288385.3333","750222","583440","819172.3333","712327.3333"
"561.391232726725/28.8026494929186","74708597.33","98378010.67","56177319.67","70958119","45753752.67","93106571.33","91336292.33","88002741.67","85273391","71832915.67"
"561.880530481021/44.8218159355602","6624757.333","11771917.67","13909007.67","6221671.333","6862989","6791412","18382982.67","9287069.667","7425989.333","14736253.33"
"561.880550230634/38.4319683394899","6270603.333","11602237","13596547.33","5878425.333","6643285.333","6302836.333","18375789.33","9133819.333","7278470.667","14755446"
"562.375874711722/67.821259423737","1925443.5","2401195","122718.8333","2291332.667","1978822.5","3868575","122718.8333","122718.8333","122718.8333","122718.8333"
"562.383081748893/32.6024368295401","6473429.333","5691131","11689465.33","8213311.333","8501015.5","7343588.5","8300532.333","13667722.33","6792995","8448700.667"
"562.393811827309/29.3059820554411","10894457.67","16074690","9611735","12929701.67","7635790.333","16157176.67","15429385.67","15624947.33","13577691","11554559.33"
