mzround	mz.x	retention_time.x	DW_20180105_020	DW_20180105_044	DW_20180105_068	DW_20180105_104	DW_20180105_128	DW_20180105_014	DW_20180105_038	DW_20180105_062	DW_20180105_098	DW_20180105_122	Pathway	Overlap size	Pathway size	p-value	Empirical ID	massfeature_rows	Adduct	KEGG ID	compound_annotation	mz.y	retention_time.y	p.value	statistic	Truncated annotation
133.0506867	133.050686665574	19.888924578494	908408.666666667	23393.25	776563	5848.3125	2132228.66666667	2924.15625	184057.333333333	1462.078125	1462.078125	731.0390625	Pentose phosphate pathway	5	8	0.0361593600054	E465	row500	M-H[-]	C01801;CE0520	Deoxyribose; 2-Deoxy-D-erythro-pentose; Thyminose; 2-Deoxy-D-ribose$(R)-glycerol 1-acetate	133.0506867	19.88892458	0.03498	-2.535	Deoxyribose; 2-Deoxy-D-erythro-pent
145.0142869	145.014286907413	34.161566459144	866097.333333333	312104	1129578.66666667	930062.333333333	467385.666666667	2615199.66666667	3514870.33333333	1684898	5356394.33333333	3348116.33333333	Butanoate metabolism	4	6	0.0430500584029	E640	row108	M-H[-]	C00026	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	145.0142869	34.16156646	0.0010704	4.9868	2-Oxoglutarate; Oxoglutaric acid; 2
145.0142869	145.014286907413	34.161566459144	866097.333333333	312104	1129578.66666667	930062.333333333	467385.666666667	2615199.66666667	3514870.33333333	1684898	5356394.33333333	3348116.33333333	Valine, leucine and isoleucine degradation	6	10	0.0291846287006	E640	row108	M-H[-]	C00026	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	145.0142869	34.16156646	0.0010704	4.9868	2-Oxoglutarate; Oxoglutaric acid; 2
145.0142869	145.014286907413	34.161566459144	866097.333333333	312104	1129578.66666667	930062.333333333	467385.666666667	2615199.66666667	3514870.33333333	1684898	5356394.33333333	3348116.33333333	Alanine and Aspartate Metabolism	7	13	0.0390837051789	E640	row108	M-H[-]	C00026	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	145.0142869	34.16156646	0.0010704	4.9868	2-Oxoglutarate; Oxoglutaric acid; 2
145.0142869	145.014286907413	34.161566459144	866097.333333333	312104	1129578.66666667	930062.333333333	467385.666666667	2615199.66666667	3514870.33333333	1684898	5356394.33333333	3348116.33333333	Lysine metabolism	5	8	0.0361593600054	E640	row108	M-H[-]	C00026	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	145.0142869	34.16156646	0.0010704	4.9868	2-Oxoglutarate; Oxoglutaric acid; 2
145.0619385	145.061938538179	40.6109314641282	3093129.66666667	3547583.33333333	4104709.33333333	4279323.33333333	4228673.33333333	9966892.33333333	9768476	12974365.3333333	9388381.33333333	13540284.3333333	Alanine and Aspartate Metabolism	7	13	0.0390837051789	E401	row18	M-H[-]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate	145.0619385	40.61093146	5.38e-6	10.626	D-Glutamine; D-2-Aminoglutaramic ac
146.0459596	146.045959574292	24.3136554565097	25271081.6666667	46296081.6666667	40677991	42810513	51405764.3333333	74074078.3333333	69825090.3333333	115138434	75389074.6666667	88943868	Alanine and Aspartate Metabolism	7	13	0.0390837051789	E21	row121	M-H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	146.0459596	24.31365546	0.0013885	4.7812	D-Glutamate; D-Glutamic acid; D-Glu
146.0459596	146.045959574292	24.3136554565097	25271081.6666667	46296081.6666667	40677991	42810513	51405764.3333333	74074078.3333333	69825090.3333333	115138434	75389074.6666667	88943868	Arachidonic acid metabolism	8	13	0.0112183931227	E21	row121	M-H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	146.0459596	24.31365546	0.0013885	4.7812	D-Glutamate; D-Glutamic acid; D-Glu
146.0459596	146.045959574292	24.3136554565097	25271081.6666667	46296081.6666667	40677991	42810513	51405764.3333333	74074078.3333333	69825090.3333333	115138434	75389074.6666667	88943868	Lysine metabolism	5	8	0.0361593600054	E21	row121	M-H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	146.0459596	24.31365546	0.0013885	4.7812	D-Glutamate; D-Glutamic acid; D-Glu
146.0459596	146.045959574292	24.3136554565097	25271081.6666667	46296081.6666667	40677991	42810513	51405764.3333333	74074078.3333333	69825090.3333333	115138434	75389074.6666667	88943868	Valine, leucine and isoleucine degradation	6	10	0.0291846287006	E21	row121	M-H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	146.0459596	24.31365546	0.0013885	4.7812	D-Glutamate; D-Glutamic acid; D-Glu
146.0459596	146.045959574292	24.3136554565097	25271081.6666667	46296081.6666667	40677991	42810513	51405764.3333333	74074078.3333333	69825090.3333333	115138434	75389074.6666667	88943868	Butanoate metabolism	4	6	0.0430500584029	E21	row121	M-H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	146.0459596	24.31365546	0.0013885	4.7812	D-Glutamate; D-Glutamic acid; D-Glu
147.0299802	147.029980206433	23.5025101778777	4877583	7473103.66666667	5380895.66666667	10557137	6986135.66666667	26348169.6666667	31681785	47445781.6666667	32874387.3333333	40278182.6666667	Caffeine metabolism	3	4	0.0494533659381	E567	row21	M-H2O-H[-]	C05411;C16353	$	147.0299802	23.50251018	1.09e-5	9.6664	$
147.0493323	147.04933232986	21.0932258891877	685491.333333333	1441732.5	1135713.5	1127734	1214279.5	2878167.66666667	2886917.33333333	3622878	3005664.33333333	3383710.66666667	Alanine and Aspartate Metabolism	7	13	0.0390837051789	E21	row29	M(C13)-H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	147.0493323	21.09322589	4.37e-5	7.9992	D-Glutamate; D-Glutamic acid; D-Glu
147.0493323	147.04933232986	21.0932258891877	685491.333333333	1441732.5	1135713.5	1127734	1214279.5	2878167.66666667	2886917.33333333	3622878	3005664.33333333	3383710.66666667	Lysine metabolism	5	8	0.0361593600054	E21	row29	M(C13)-H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	147.0493323	21.09322589	4.37e-5	7.9992	D-Glutamate; D-Glutamic acid; D-Glu
147.0493323	147.04933232986	21.0932258891877	685491.333333333	1441732.5	1135713.5	1127734	1214279.5	2878167.66666667	2886917.33333333	3622878	3005664.33333333	3383710.66666667	Valine, leucine and isoleucine degradation	6	10	0.0291846287006	E21	row29	M(C13)-H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	147.0493323	21.09322589	4.37e-5	7.9992	D-Glutamate; D-Glutamic acid; D-Glu
147.0493323	147.04933232986	21.0932258891877	685491.333333333	1441732.5	1135713.5	1127734	1214279.5	2878167.66666667	2886917.33333333	3622878	3005664.33333333	3383710.66666667	Butanoate metabolism	4	6	0.0430500584029	E21	row29	M(C13)-H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	147.0493323	21.09322589	4.37e-5	7.9992	D-Glutamate; D-Glutamic acid; D-Glu
147.0493323	147.04933232986	21.0932258891877	685491.333333333	1441732.5	1135713.5	1127734	1214279.5	2878167.66666667	2886917.33333333	3622878	3005664.33333333	3383710.66666667	Arachidonic acid metabolism	8	13	0.0112183931227	E21	row29	M(C13)-H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	147.0493323	21.09322589	4.37e-5	7.9992	D-Glutamate; D-Glutamic acid; D-Glu
151.0626253	151.062625321855	23.7944727803093	15559383.6666667	31146152	26628046	30105970.6666667	38298054	36443733.6666667	31581406.3333333	54509578.6666667	40852052	46532076.6666667	Valine, leucine and isoleucine degradation	6	10	0.0291846287006	E798	row567	M+Na-2H[-]	C00407;C00123	L-Isoleucine; 2-Amino-3-methylvaleric acid$L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine	151.0626253	23.79447278	0.047994	2.3322	L-Isoleucine; 2-Amino-3-methylvaler
160.0615594	160.061559436716	22.7640232066657	3263568	4417931.33333333	5519973.33333333	5750729	4974022	15510390.6666667	16931892.3333333	27366619	16705853.6666667	19056845.6666667	Lysine metabolism	5	8	0.0361593600054	E467	row22	M-H[-]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate	160.0615594	22.76402321	1.1e-5	9.6614	L-2-Aminoadipate; L-alpha-Aminoadip
161.0091926	161.009192586313	24.7036987014236	629621.666666667	148851	1891195.33333333	594163.666666667	1003976.33333333	692695.666666667	866957.333333333	1247238.33333333	700557	639517	Alanine and Aspartate Metabolism	7	13	0.0390837051789	E320	row2288	M+HCOO[-]	C00122	Fumarate; Fumaric acid; trans-Butenedioic acid	161.0091926	24.7036987	0.61063	0.5298	Fumarate; Fumaric acid; trans-Buten
161.0648833	161.064883319413	20.6790228899351	268784	303221	478568	96969	145876	399817.333333333	817470.333333333	1029835	408656	886772.333333333	Lysine metabolism	5	8	0.0361593600054	E467	row312	M(C13)-H[-]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate	161.0648833	20.67902289	0.014268	3.1182	L-2-Aminoadipate; L-alpha-Aminoadip
167.0210459	167.02104587987	22.513084468712	35708183	42123613.6666667	47353449.6666667	47687655.6666667	57000437	52847344	39923619	58358440.6666667	44675474.6666667	69988436.3333333	Lysine metabolism	5	8	0.0361593600054	E21	row1517	M+Na-2H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	167.0210459	22.51308447	0.30444	1.0973	D-Glutamate; D-Glutamic acid; D-Glu
167.0210459	167.02104587987	22.513084468712	35708183	42123613.6666667	47353449.6666667	47687655.6666667	57000437	52847344	39923619	58358440.6666667	44675474.6666667	69988436.3333333	Alanine and Aspartate Metabolism	7	13	0.0390837051789	E21	row1517	M+Na-2H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	167.0210459	22.51308447	0.30444	1.0973	D-Glutamate; D-Glutamic acid; D-Glu
167.0210459	167.02104587987	22.513084468712	35708183	42123613.6666667	47353449.6666667	47687655.6666667	57000437	52847344	39923619	58358440.6666667	44675474.6666667	69988436.3333333	Valine, leucine and isoleucine degradation	6	10	0.0291846287006	E21	row1517	M+Na-2H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	167.0210459	22.51308447	0.30444	1.0973	D-Glutamate; D-Glutamic acid; D-Glu
167.0210459	167.02104587987	22.513084468712	35708183	42123613.6666667	47353449.6666667	47687655.6666667	57000437	52847344	39923619	58358440.6666667	44675474.6666667	69988436.3333333	Butanoate metabolism	4	6	0.0430500584029	E21	row1517	M+Na-2H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	167.0210459	22.51308447	0.30444	1.0973	D-Glutamate; D-Glutamic acid; D-Glu
167.0210459	167.02104587987	22.513084468712	35708183	42123613.6666667	47353449.6666667	47687655.6666667	57000437	52847344	39923619	58358440.6666667	44675474.6666667	69988436.3333333	Arachidonic acid metabolism	8	13	0.0112183931227	E21	row1517	M+Na-2H[-]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	167.0210459	22.51308447	0.30444	1.0973	D-Glutamate; D-Glutamic acid; D-Glu
169.0253514	169.025351385034	20.1487355470544	84616.6666666667	95397	13050.5	1631078.5	215501.5	53095.3333333333	95953.6666666667	186622	228715	171465.666666667	Pentose phosphate pathway	5	8	0.0361593600054	E465	row2957	M+Cl[-]	C01801;CE0520	Deoxyribose; 2-Deoxy-D-erythro-pentose; Thyminose; 2-Deoxy-D-ribose$(R)-glycerol 1-acetate	169.0253514	20.14873555	0.9987	0.0016772	Deoxyribose; 2-Deoxy-D-erythro-pent
173.1044549	173.104454862974	30.7973915777968	1400164.33333333	2463448.5	2323191.33333333	3196679.66666667	2871651	4529945	4606706.66666667	9670342	4488221.66666667	4998147.66666667	Alanine and Aspartate Metabolism	7	13	0.0390837051789	E1093	row175	M-H[-]	C00792;C00062	D-Arginine; D-2-Amino-5-guanidinovaleric acid$L-Arginine; (S)-2-Amino-5-guanidinovaleric acid	173.1044549	30.79739158	0.0038514	4.0181	D-Arginine; D-2-Amino-5-guanidinova
174.0407701	174.040770082738	26.8910466413841	3533648.33333333	3754573.66666667	5483253	5055922.66666667	5012049.66666667	5974819.33333333	10612057.6666667	11205329.3333333	10893156.3333333	9182711.33333333	Alanine and Aspartate Metabolism	7	13	0.0390837051789	E685	row107	M-H[-]	C05520;C01045;C01042	2-Amino-3-oxoadipate; 2-Amino-3-oxohexanedioic acid$N-Formyl-L-glutamate$N-Acetyl-L-aspartate	174.0407701	26.89104664	0.0010659	4.9901	2-Amino-3-oxoadipate; 2-Amino-3-oxo
191.0198298	191.01982979204	35.4027494546873	56505322.6666667	34510490.3333333	45644610.6666667	28284798.3333333	27023560	77556799	55404892.3333333	50037512.3333333	53017431.6666667	56642809	Lysine metabolism	5	8	0.0361593600054	E640	row397	M+HCOO[-]	C00026	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	191.0198298	35.40274945	0.02312	2.8022	2-Oxoglutarate; Oxoglutaric acid; 2
191.0198298	191.01982979204	35.4027494546873	56505322.6666667	34510490.3333333	45644610.6666667	28284798.3333333	27023560	77556799	55404892.3333333	50037512.3333333	53017431.6666667	56642809	Valine, leucine and isoleucine degradation	6	10	0.0291846287006	E640	row397	M+HCOO[-]	C00026	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	191.0198298	35.40274945	0.02312	2.8022	2-Oxoglutarate; Oxoglutaric acid; 2
191.0198298	191.01982979204	35.4027494546873	56505322.6666667	34510490.3333333	45644610.6666667	28284798.3333333	27023560	77556799	55404892.3333333	50037512.3333333	53017431.6666667	56642809	Alanine and Aspartate Metabolism	7	13	0.0390837051789	E640	row397	M+HCOO[-]	C00026	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	191.0198298	35.40274945	0.02312	2.8022	2-Oxoglutarate; Oxoglutaric acid; 2
191.0198298	191.01982979204	35.4027494546873	56505322.6666667	34510490.3333333	45644610.6666667	28284798.3333333	27023560	77556799	55404892.3333333	50037512.3333333	53017431.6666667	56642809	Butanoate metabolism	4	6	0.0430500584029	E640	row397	M+HCOO[-]	C00026	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	191.0198298	35.40274945	0.02312	2.8022	2-Oxoglutarate; Oxoglutaric acid; 2
195.0510164	195.05101644086201	26.5452708035225	2485941.66666667	1490077.33333333	2408927	2301108	1901963	9938829.33333333	9051344	4765395.66666667	8810731.33333333	12425938	Caffeine metabolism	3	4	0.0494533659381	E934	row36	M-H[-]	C16360;C00257;C16356;C00800	$D-Gluconic acid; D-Gluconate; D-gluco-Hexonic acid$1,7-Dimethyluric acid$L-Gulonate; L-Gulonic acid; Gulonate; Gulonic acid	195.0510164	26.5452708	6.13e-5	7.6308	$D-Gluconic acid; D-Gluconate; D-gl
195.0510164	195.05101644086201	26.5452708035225	2485941.66666667	1490077.33333333	2408927	2301108	1901963	9938829.33333333	9051344	4765395.66666667	8810731.33333333	12425938	Pentose phosphate pathway	5	8	0.0361593600054	E934	row36	M-H[-]	C16360;C00257;C16356;C00800	$D-Gluconic acid; D-Gluconate; D-gluco-Hexonic acid$1,7-Dimethyluric acid$L-Gulonate; L-Gulonic acid; Gulonate; Gulonic acid	195.0510164	26.5452708	6.13e-5	7.6308	$D-Gluconic acid; D-Gluconate; D-gl
204.053962	204.053961958921	26.277201039175	3615999.5	2250171	1796597.66666667	3761044.33333333	5213269.66666667	1075755	865787	2334903	2261482	2009616	Lysine metabolism	5	8	0.0361593600054	E513	row541	M-H[-]	C00248	Lipoamide; Thioctic acid amide	204.053962	26.27720104	0.043445	-2.396	Lipoamide; Thioctic acid amide
204.053962	204.053961958921	26.277201039175	3615999.5	2250171	1796597.66666667	3761044.33333333	5213269.66666667	1075755	865787	2334903	2261482	2009616	Valine, leucine and isoleucine degradation	6	10	0.0291846287006	E513	row541	M-H[-]	C00248	Lipoamide; Thioctic acid amide	204.053962	26.27720104	0.043445	-2.396	Lipoamide; Thioctic acid amide
225.0617401	225.061740117114	33.3785437621489	1004081.66666667	3715471.5	1656674.66666667	1956060	1762143.66666667	3561156.33333333	3875901	4877280.66666667	3212424.66666667	4641929	Caffeine metabolism	3	4	0.0494533659381	E641	row264	M-H[-]	C16365	5-Acetylamino-6-formylamino-3-methyluracil; AFMU	225.0617401	33.37854376	0.0087745	3.4438	5-Acetylamino-6-formylamino-3-methy
258.0383574	258.038357440576	21.5533187010946	591436.666666667	1342716	1209279.33333333	1010535	1163347	3111541.66666667	3537437	11407500.3333333	3159034.33333333	3327471.33333333	Pentose phosphate pathway	5	8	0.0361593600054	E63	row114	M-H[-]	C12214;C00352;C06377	Aminofructose 6-phosphate; Amino-D-fructose 6-phosphate$D-Glucosamine 6-phosphate; D-Glucosamine phosphate$D-Galactosamine 6-phosphate	258.0383574	21.5533187	0.0012147	4.8862	Aminofructose 6-phosphate; Amino-D-
259.0223428	259.022342775538	28.6482847065493	6344030	9228887	9732435.66666667	6205877.33333333	12702180.3333333	12721348.3333333	12624344.3333333	30711356.3333333	16223296.3333333	15485297.3333333	Pentose phosphate pathway	5	8	0.0361593600054	E62	row308	M-H[-]	C00092;C02965;C05345;C00085;C00103;C02976;C01171;C01172;C03735;C00636;C01177;C03862;C04006;C01097;C01094;C00668;C03546;C00446;C00275;CE3075	D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester$D-Hexose 6-phosphate$beta-D-Fructose 6-phosphate$D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester$D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate$Fructose 1-phosphate$alpha-D-Hexose 1-phosphate$beta-D-Glucose 6-phosphate$alpha-D-Hexose 6-phosphate$D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate$Inositol 1-phosphate; myo-Inositol 1-phosphate; 1D-myo-Inositol 1-phosphate; D-myo-Inositol 1-phosphate; 1D-myo-Inositol 1-monophosphate$Dolichyl phosphate D-mannose; Dolichyl D-mannosyl phosphate$1D-myo-Inositol 3-phosphate; D-myo-Inositol 3-phosphate; myo-Inositol 3-phosphate; Inositol 3-phosphate; 1D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-monophosphate; myo-Inositol 3-monophosphate; Inositol 3-monophosphate; 1L-myo-Inositol 1-phosphate; L-myo-Inositol 1-phosphate$D-Tagatose 6-phosphate$D-Fructose 1-phosphate$alpha-D-Glucose 6-phosphate$myo-Inositol 4-phosphate; D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-monophosphate; Inositol 4-phosphate$alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate$D-Mannose 6-phosphate$sorbitol 3-phosphate	259.0223428	28.64828471	0.014088	3.1266	D-Glucose 6-phosphate; Glucose 6-ph
